mass,rt,
768.94641,11.195159,
812.9386,11.195159,
1272.28052,11.195159,
280.23535,11.206238,
598.35596,11.206238,
1270.27698,11.206238,
1271.28406,11.206238,
223.0276,11.217582,
224.02711,11.217582,
225.0244,11.217582,
239.05885,11.217582,
240.0576,11.217582,
241.05537,11.217582,
279.23175,11.217582,
611.50598,11.217582,
165.04016,11.229724,
737.57452,11.229724,
591.41107,11.241015,
267.23206,11.26348,
268.2355,11.26348,
599.50647,11.26348,
725.57556,11.26348,
449.04105,11.287711,
605.42596,11.287711,
581.39734,11.309874,
869.55743,11.321722,
377.27164,11.333299,
391.28726,11.333299,
405.30258,11.333299,
456.332,11.333299,
516.35272,11.333299,
517.35498,11.333299,
594.33038,11.333299,
770.59528,11.333299,
392.29016,11.345199,
457.3349,11.345199,
530.3681,11.345199,
988.96075,11.379257,
381.27875,11.413761,
393.2934,11.413761,
590.50659,11.425224,
255.23198,11.436344,
256.23526,11.436344,
337.23492,11.436344,
338.23865,11.436344,
492.30872,11.436344,
587.50598,11.436344,
588.50903,11.436344,
589.5144,11.436344,
601.52124,11.436344,
712.57208,11.436344,
713.57465,11.436344,
715.57672,11.436344,
901.77069,11.436344,
902.77148,11.436344,
903.77386,11.436344,
1169.91406,11.436344,
1170.9165,11.436344,
257.23868,11.447601,
714.57587,11.447601,
406.30591,11.45913,
405.30267,11.505307,
281.24753,11.516226,
282.25079,11.516226,
613.52112,11.516226,
614.52515,11.516226,
738.58734,11.516226,
739.59052,11.516226,
740.59204,11.516226,
927.78473,11.516226,
1371.27319,11.550042,
912.93622,11.56159,
1370.27271,11.56159,
449.04111,11.572559,
671.4317,11.572559,
331.26642,11.584665,
363.25629,11.584665,
269.24738,11.597363,
633.45856,11.608265,
726.58691,11.608265,
599.05884,11.630772,
1202.97107,11.664722,
239.05876,11.688553,
469.26413,11.700455,
307.26361,11.711422,
461.11526,11.711422,
764.60382,11.711422,
519.35431,11.733976,
726.5882,11.733976,
727.59143,11.745388,
389.27075,11.780282,
364.25958,11.792255,
377.27185,11.792255,
378.27563,11.792255,
1024.79041,11.792255,
391.28735,11.815069,
392.29013,11.815069,
393.29333,11.815069,
516.35291,11.815069,
705.55096,11.815069,
675.50476,11.882917,
392.29001,11.894597,
393.28375,11.894597,
331.2663,11.906828,
723.56244,11.906828,
332.27008,11.917907,
645.53009,11.917907,
377.27167,11.928838,
391.28732,11.928838,
367.24252,11.951519,
616.54071,11.985465,
742.60522,11.985465,
929.80005,11.985465,
283.26288,11.997072,
284.26645,11.997072,
615.53748,11.997072,
740.60376,11.997072,
741.60614,11.997072,
470.26608,12.020442,
570.28607,12.053513,
1257.04761,12.064684,
560.34253,12.112417,
483.27921,12.123399,
595.3324,12.123399,
570.28638,12.134438,
391.08459,12.156778,
332.26984,12.168261,
1019.76025,12.180596,
1019.81488,12.180596,
1256.04675,12.180596,
560.34265,12.192117,
561.34564,12.192117,
1020.81689,12.192117,
580.31458,12.204101,
941.78192,12.204101,
562.33911,12.215667,
391.48453,12.226682,
492.30869,12.226682,
494.30508,12.226682,
949.64935,12.226682,
596.33118,12.248657,
908.59198,12.248657,
594.33063,12.260165,
806.57281,12.284249,
428.30115,12.295553,
534.30902,12.295553,
535.3103,12.295553,
488.32193,12.319119,
490.3284,12.319119,
489.3244,12.330036,
474.30533,12.341038,
742.56396,12.341038,
802.58716,12.341038,
420.32166,12.363967,
539.33728,12.363967,
659.37531,12.363967,
407.30887,12.375121,
419.31848,12.375121,
546.36365,12.375121,
773.59595,12.375121,
516.05347,12.38658,
719.5304,12.38658,
913.67218,12.38658,
914.67499,12.38658,
916.67511,12.38658,
973.69318,12.38658,
974.69543,12.38658,
975.69629,12.38658,
417.32141,12.398349,
456.33203,12.398349,
519.35364,12.398349,
599.35773,12.398349,
701.53998,12.398349,
719.39642,12.398349,
720.53345,12.398349,
465.30518,12.409836,
311.29474,12.420884,
768.63489,12.420884,
771.59821,12.420884,
1084.86011,12.420884,
458.32898,12.431921,
720.39825,12.431921,
721.54639,12.431921,
770.59528,12.431921,
830.61713,12.431921,
831.61957,12.431921,
832.61908,12.431921,
833.61975,12.431921,
955.68158,12.431921,
956.68585,12.431921,
1085.86353,12.431921,
772.59698,12.442905,
853.60168,12.442905,
895.66125,12.442905,
345.28171,12.455378,
405.30273,12.455378,
406.30585,12.455378,
407.30899,12.455378,
517.35474,12.455378,
538.33429,12.455378,
516.65588,12.467311,
548.32391,12.467311,
898.66235,12.467311,
466.30917,12.478574,
504.33444,12.478574,
598.35602,12.478574,
494.30502,12.489817,
973.69324,12.501469,
660.37531,12.513669,
915.67462,12.513669,
976.69501,12.513669,
492.30875,12.524671,
503.34061,12.524671,
457.33493,12.535634,
519.35382,12.547853,
659.37665,12.547853,
719.396,12.547853,
770.59546,12.547853,
1066.84668,12.547853,
459.33148,12.57134,
772.59692,12.57134,
896.66382,12.57134,
504.33368,12.583042,
505.33707,12.583042,
502.33771,12.594851,
771.5976,12.594851,
830.61694,12.606719,
831.61945,12.606719,
913.67175,12.606719,
975.69568,12.606719,
977.70166,12.606719,
1145.8811,12.606719,
458.32925,12.618807,
503.34052,12.618807,
516.35266,12.618807,
517.04248,12.618807,
517.35461,12.618807,
518.35413,12.618807,
600.35944,12.618807,
915.67468,12.618807,
974.69611,12.618807,
495.30853,12.62988,
538.33441,12.62988,
598.35583,12.62988,
773.59686,12.62988,
832.61945,12.62988,
1084.85901,12.640949,
456.33215,12.640949,
457.33447,12.640949,
774.59668,12.640949,
914.67468,12.640949,
973.69348,12.640949,
976.6955,12.640949,
1085.86182,12.640949,
520.35577,12.652682,
599.35803,12.652682,
916.6756,12.652682,
959.67621,12.652682,
1001.8053,12.664313,
1002.80487,12.664313,
1086.8606,12.664313,
516.66602,12.675361,
895.66174,12.687663,
898.66364,12.687663,
899.66534,12.687663,
896.66425,12.699432,
897.66382,12.710924,
1040.74097,12.710924,
734.4129,12.722701,
956.68481,12.722701,
1038.73853,12.722701,
1039.74048,12.722701,
1041.74011,12.722701,
479.30341,12.734167,
615.38715,12.734167,
799.62946,12.734167,
846.63647,12.734167,
239.05887,12.74559,
613.38867,12.74559,
614.38904,12.74559,
858.64893,12.74559,
554.36859,12.757426,
719.39691,12.757426,
844.46289,12.757426,
942.71265,12.757426,
433.33398,12.769446,
626.38739,12.769446,
784.61169,12.769446,
785.61389,12.769446,
786.61401,12.769446,
1086.74487,12.769446,
673.56079,12.780932,
845.46436,12.780932,
847.63647,12.780932,
929.67584,12.780932,
941.71149,12.780932,
339.32495,12.792719,
484.36331,12.792719,
485.36542,12.792719,
536.34814,12.792719,
551.35931,12.792719,
609.42883,12.792719,
644.39294,12.792719,
669.45172,12.792719,
812.64172,12.792719,
1052.755,12.792719,
1067.77197,12.792719,
396.34714,12.804149,
470.34763,12.804149,
532.36993,12.804149,
544.38434,12.804149,
545.38678,12.804149,
620.37451,12.804149,
641.83789,12.804149,
664.40326,12.804149,
674.42902,12.804149,
788.55701,12.804149,
813.64984,12.804149,
912.68085,12.804149,
535.34705,12.815455,
550.36572,12.815455,
612.37354,12.815455,
630.4043,12.815455,
924.69604,12.815455,
928.67267,12.815455,
984.71613,12.815455,
1098.87561,12.815455,
1113.76196,12.815455,
234.06137,12.827944,
583.39734,12.827944,
584.39771,12.827944,
590.37177,12.827944,
591.37415,12.827944,
592.37305,12.827944,
619.37103,12.827944,
627.40338,12.827944,
628.40454,12.827944,
629.40118,12.827944,
671.42969,12.827944,
674.56354,12.827944,
844.633,12.827944,
845.63574,12.827944,
970.7005,12.827944,
985.71985,12.827944,
1066.77124,12.827944,
1068.77246,12.827944,
1082.75024,12.827944,
1113.89221,12.827944,
1165.8064,12.827944,
472.3454,12.839469,
498.37833,12.839469,
508.32178,12.839469,
533.36963,12.839469,
549.3631,12.839469,
631.40247,12.839469,
725.42163,12.839469,
929.67273,12.839469,
1022.729,12.839469,
1023.73138,12.839469,
1053.75732,12.839469,
1242.95398,12.839469,
152.03476,12.850884,
509.32446,12.850884,
714.35229,12.850884,
715.3504,12.850884,
786.61517,12.850884,
812.64355,12.850884,
909.67706,12.850884,
910.67963,12.850884,
911.67969,12.850884,
923.69299,12.850884,
1054.75671,12.850884,
1071.74988,12.850884,
1163.80396,12.850884,
1164.8064,12.850884,
626.38788,12.862346,
485.36496,12.862346,
507.32739,12.862346,
575.39539,12.862346,
617.37445,12.862346,
618.37665,12.862346,
1243.95386,12.862346,
1356.00867,12.862346,
552.36633,12.874136,
566.3667,12.874136,
665.40216,12.874136,
713.34869,12.874136,
784.61108,12.874136,
808.57422,12.874136,
926.69421,12.874136,
1099.87988,12.874136,
1357.005,12.874136,
574.39459,12.885696,
673.5603,12.885696,
925.69476,12.885696,
234.06142,12.897407,
471.3504,12.897407,
620.37469,12.897407,
645.42078,12.897407,
806.57288,12.897407,
983.7121,12.897407,
989.70172,12.897407,
470.34753,12.908771,
506.32397,12.908771,
530.36859,12.908771,
531.37097,12.908771,
532.3678,12.908771,
533.36957,12.908771,
646.39374,12.908771,
663.40094,12.908771,
664.40369,12.908771,
670.45306,12.908771,
707.5542,12.908771,
723.422,12.908771,
733.58234,12.908771,
844.63251,12.908771,
845.63446,12.908771,
858.64771,12.908771,
859.65167,12.908771,
869.55853,12.908771,
969.69922,12.908771,
970.70111,12.908771,
971.7005,12.908771,
972.70343,12.908771,
984.71533,12.908771,
1049.75818,12.908771,
1080.74817,12.908771,
1081.75098,12.908771,
1166.80798,12.908771,
1230.93884,12.908771,
473.34641,12.92044,
530.6886,12.92044,
558.39966,12.92044,
581.39746,12.92044,
582.3999,12.92044,
583.39673,12.92044,
641.41901,12.92044,
645.52777,12.92044,
691.53534,12.92044,
705.5509,12.92044,
706.55371,12.92044,
725.4223,12.92044,
872.66498,12.92044,
1113.89307,12.92044,
1223.93872,12.92044,
1369.01318,12.92044,
508.31992,12.932434,
642.4209,12.932434,
810.57373,12.932434,
1066.77026,12.932434,
1067.77759,12.932434,
559.40259,12.943955,
572.41394,12.943955,
629.40277,12.943955,
630.4021,12.943955,
643.4201,12.943955,
644.42059,12.943955,
671.43079,12.943955,
724.42432,12.943955,
785.61414,12.943955,
798.62708,12.943955,
909.67786,12.943955,
912.62091,12.943955,
924.69513,12.943955,
1053.75769,12.943955,
627.4035,12.955263,
628.40479,12.955263,
641.84717,12.955263,
645.42096,12.955263,
1020.72766,12.955263,
1098.87817,12.955263,
1257.03809,12.955263,
463.32684,12.967651,
464.32895,12.967651,
507.32651,12.967651,
1052.75476,12.967651,
1054.75574,12.967651,
1082.74866,12.967651,
1083.75256,12.967651,
618.37695,12.979294,
619.37195,12.979294,
644.39276,12.979294,
685.40784,12.979294,
715.35217,12.979294,
1021.72968,12.979294,
1023.72906,12.979294,
1112.89197,12.979294,
1114.89502,12.979294,
1192.90588,12.979294,
1242.95374,12.979294,
1243.95337,12.979294,
693.38043,12.990805,
813.6438,12.990805,
1048.75513,12.990805,
1080.74561,12.990805,
1241.95325,12.990805,
1368.02148,12.990805,
713.34906,13.002363,
714.35211,13.002363,
1022.73102,13.002363,
1024.72864,13.002363,
1168.8092,13.002363,
1165.80701,13.014828,
1191.91797,13.014828,
584.39795,13.026649,
1164.80652,13.026649,
665.40088,13.038419,
640.98804,13.038419,
663.4007,13.038419,
1081.75134,13.04988,
1163.80408,13.04988,
1166.80737,13.04988,
1354.00366,13.04988,
1370.01636,13.04988,
1209.927,13.06228,
1227.93604,13.06228,
1228.93835,13.06228,
1229.93921,13.06228,
1231.94043,13.06228,
1309.93811,13.06228,
1353.0011,13.06228,
1355.0033,13.06228,
1356.00366,13.06228,
1369.01526,13.06228,
1193.9187,13.073988,
1230.93762,13.073988,
1324.97034,13.073988,
1357.00305,13.073988,
1358.00488,13.073988,
746.409,13.085734,
1359.00647,13.097665,
563.37903,13.110119,
368.35986,13.146657,
558.39978,13.146657,
367.35672,13.159713,
559.40265,13.159713,
669.45062,13.159713,
899.60535,13.159713,
165.04013,13.172063,
736.56213,13.172063,
902.54724,13.172063,
913.62286,13.172063,
1399.11938,13.172063,
670.45312,13.183715,
677.42926,13.183715,
804.58911,13.183715,
1257.04785,13.183715,
816.60199,13.196376,
833.62158,13.20853,
1387.0105,13.20853,
674.42944,13.221115,
860.62457,13.233838,
381.37231,13.258905,
691.53546,13.258905,
705.55109,13.258905,
1256.04663,13.258905,
1257.04956,13.258905,
706.55359,13.271459,
719.56665,13.271459,
720.56946,13.271459,
1381.11072,13.271459,
832.61987,13.282596,
614.29102,13.295515,
817.60406,13.307415,
912.62018,13.320394,
676.43042,13.345411,
1276.06104,13.345411,
675.43109,13.358488,
381.37265,13.370549,
830.61707,13.370549,
239.05888,13.432419,
802.58643,13.432419,
804.29126,13.506617,
589.39307,13.532255,
396.39215,13.581809,
395.38791,13.59469,
239.05881,13.746571,
832.32251,13.998044,
833.32593,13.998044,
